year,category,winner,entity
1982,SCIENTIFIC OR TECHNICAL AWARD (Scientific and Engineering Award),TRUE,To DR. MOHAMMAD S. NOZARI of Minnesota Mining and Manufacturing Company for the research and development of the 3M Photogard protective coating for motion picture film.
1982,SCIENTIFIC OR TECHNICAL AWARD (Scientific and Engineering Award),TRUE,"To BRIANNE MURPHY and DONALD SCHISLER of Mitchell Insert Systems, Incorporated, for the concept, design and manufacture of the MISI Camera Insert Car and Process Trailer."
1982,SCIENTIFIC OR TECHNICAL AWARD (Scientific and Engineering Award),TRUE,To JACOBUS L. DIMMERS for the engineering and manufacture of the Teccon Enterprises' magnetic transducer for motion picture sound recording and playback.
1982,SCIENTIFIC OR TECHNICAL AWARD (Technical Achievement Award),TRUE,"To RICHARD W. DEATS for the design and manufacture of the ""Little Big Crane"" for motion picture production."
1982,SCIENTIFIC OR TECHNICAL AWARD (Technical Achievement Award),TRUE,"To CONSTANT TRESFON and ADRIAAN DE ROOY of Egripment, and to ED PHILLIPS and CARLOS DE MATTOS of Matthews Studio Equipment, Incorporated, for the design and manufacture of the ""Tulip Crane"" for motion picture production."
1982,SCIENTIFIC OR TECHNICAL AWARD (Technical Achievement Award),TRUE,To BRAN FERREN of Associates and Ferren for the design and development of a computerized lightning effect system for motion picture photography.
1982,SCIENTIFIC OR TECHNICAL AWARD (Technical Achievement Award),TRUE,"To CHRISTIE ELECTRIC CORPORATION and LaVEZZI MACHINE WORKS, INCORPORATED, for the design and manufacture of the Ultramittent film transport for Christie motion picture projectors."
1983,ACTOR IN A LEADING ROLE,FALSE,Michael Caine
1983,ACTOR IN A LEADING ROLE,FALSE,Tom Conti
1983,ACTOR IN A LEADING ROLE,FALSE,Tom Courtenay
1983,ACTOR IN A LEADING ROLE,TRUE,Robert Duvall
1983,ACTOR IN A LEADING ROLE,FALSE,Albert Finney
1983,ACTOR IN A SUPPORTING ROLE,FALSE,Charles Durning
1983,ACTOR IN A SUPPORTING ROLE,FALSE,John Lithgow
1983,ACTOR IN A SUPPORTING ROLE,TRUE,Jack Nicholson
1983,ACTOR IN A SUPPORTING ROLE,FALSE,Sam Shepard
1983,ACTOR IN A SUPPORTING ROLE,FALSE,Rip Torn
1983,ACTRESS IN A LEADING ROLE,FALSE,Jane Alexander
1983,ACTRESS IN A LEADING ROLE,TRUE,Shirley MacLaine
1983,ACTRESS IN A LEADING ROLE,FALSE,Meryl Streep
1983,ACTRESS IN A LEADING ROLE,FALSE,Julie Walters
1983,ACTRESS IN A LEADING ROLE,FALSE,Debra Winger
1983,ACTRESS IN A SUPPORTING ROLE,FALSE,Cher
1983,ACTRESS IN A SUPPORTING ROLE,FALSE,Glenn Close
1983,ACTRESS IN A SUPPORTING ROLE,TRUE,Linda Hunt
1983,ACTRESS IN A SUPPORTING ROLE,FALSE,Amy Irving
1983,ACTRESS IN A SUPPORTING ROLE,FALSE,Alfre Woodard
1983,ART DIRECTION,TRUE,Fanny & Alexander
1983,ART DIRECTION,FALSE,Return of the Jedi
1983,ART DIRECTION,FALSE,The Right Stuff
1983,ART DIRECTION,FALSE,Terms of Endearment
1983,ART DIRECTION,FALSE,Yentl
1983,CINEMATOGRAPHY,TRUE,Fanny & Alexander
1983,CINEMATOGRAPHY,FALSE,Flashdance
1983,CINEMATOGRAPHY,FALSE,The Right Stuff
1983,CINEMATOGRAPHY,FALSE,WarGames
1983,CINEMATOGRAPHY,FALSE,Zelig
1983,COSTUME DESIGN,FALSE,Cross Creek
1983,COSTUME DESIGN,TRUE,Fanny & Alexander
1983,COSTUME DESIGN,FALSE,Heart Like a Wheel
1983,COSTUME DESIGN,FALSE,The Return of Martin Guerre
1983,COSTUME DESIGN,FALSE,Zelig
1983,DIRECTING,FALSE,The Dresser
1983,DIRECTING,FALSE,Fanny & Alexander
1983,DIRECTING,FALSE,Silkwood
1983,DIRECTING,FALSE,Tender Mercies
1983,DIRECTING,TRUE,Terms of Endearment
1983,DOCUMENTARY (Feature),FALSE,Children of Darkness
1983,DOCUMENTARY (Feature),FALSE,First Contact
1983,DOCUMENTARY (Feature),TRUE,He Makes Me Feel Like Dancin'
1983,DOCUMENTARY (Feature),FALSE,The Profession of Arms
1983,DOCUMENTARY (Feature),FALSE,Seeing Red
1983,DOCUMENTARY (Short Subject),TRUE,Flamenco at 5:15
1983,DOCUMENTARY (Short Subject),FALSE,In the Nuclear Shadow: What Can the Children Tell Us?
1983,DOCUMENTARY (Short Subject),FALSE,Sewing Woman
1983,DOCUMENTARY (Short Subject),FALSE,Spaces: The Architecture of Paul Rudolph
1983,DOCUMENTARY (Short Subject),FALSE,You Are Free  (Ihr Zent Frei)
1983,FILM EDITING,FALSE,Blue Thunder
1983,FILM EDITING,FALSE,Flashdance
1983,FILM EDITING,TRUE,The Right Stuff
1983,FILM EDITING,FALSE,Silkwood
1983,FILM EDITING,FALSE,Terms of Endearment
1983,FOREIGN LANGUAGE FILM,FALSE,Carmen
1983,FOREIGN LANGUAGE FILM,FALSE,Entre Nous
1983,FOREIGN LANGUAGE FILM,TRUE,Fanny & Alexander
1983,FOREIGN LANGUAGE FILM,FALSE,Job's Revolt
1983,FOREIGN LANGUAGE FILM,FALSE,Le Bal
1983,MUSIC (Original Score),FALSE,Cross Creek
1983,MUSIC (Original Score),FALSE,Return of the Jedi
1983,MUSIC (Original Score),TRUE,The Right Stuff
1983,MUSIC (Original Score),FALSE,Terms of Endearment
1983,MUSIC (Original Score),FALSE,Under Fire
1983,MUSIC (Original Song Score or Adaptation Score),FALSE,The Sting II
1983,MUSIC (Original Song Score or Adaptation Score),FALSE,Trading Places
1983,MUSIC (Original Song Score or Adaptation Score),TRUE,Yentl
1983,MUSIC (Original Song),TRUE,Flashdance
1983,MUSIC (Original Song),FALSE,Flashdance
1983,MUSIC (Original Song),FALSE,Tender Mercies
1983,MUSIC (Original Song),FALSE,Yentl
1983,MUSIC (Original Song),FALSE,Yentl
1983,BEST PICTURE,FALSE,The Big Chill
1983,BEST PICTURE,FALSE,The Dresser
1983,BEST PICTURE,FALSE,The Right Stuff
1983,BEST PICTURE,FALSE,Tender Mercies
1983,BEST PICTURE,TRUE,Terms of Endearment
1983,SHORT FILM (Animated),FALSE,Mickey's Christmas Carol
1983,SHORT FILM (Animated),FALSE,Sound of Sunshine - Sound of Rain
1983,SHORT FILM (Animated),TRUE,Sundae in New York
1983,SHORT FILM (Live Action),TRUE,Boys and Girls
1983,SHORT FILM (Live Action),FALSE,Goodie-Two-Shoes
1983,SHORT FILM (Live Action),FALSE,Overnight Sensation
1983,SOUND,FALSE,Never Cry Wolf
1983,SOUND,FALSE,Return of the Jedi
1983,SOUND,TRUE,The Right Stuff
1983,SOUND,FALSE,Terms of Endearment
1983,SOUND,FALSE,WarGames
1983,SOUND EFFECTS EDITING,FALSE,Return of the Jedi
1983,SOUND EFFECTS EDITING,TRUE,The Right Stuff
1983,WRITING (Screenplay Based on Material from Another Medium),FALSE,Betrayal
1983,WRITING (Screenplay Based on Material from Another Medium),FALSE,The Dresser
1983,WRITING (Screenplay Based on Material from Another Medium),FALSE,Educating Rita
1983,WRITING (Screenplay Based on Material from Another Medium),FALSE,"Reuben, Reuben"
1983,WRITING (Screenplay Based on Material from Another Medium),TRUE,Terms of Endearment
1983,WRITING (Screenplay Written Directly for the Screen),FALSE,The Big Chill
1983,WRITING (Screenplay Written Directly for the Screen),FALSE,Fanny & Alexander
1983,WRITING (Screenplay Written Directly for the Screen),FALSE,Silkwood
1983,WRITING (Screenplay Written Directly for the Screen),TRUE,Tender Mercies
1983,WRITING (Screenplay Written Directly for the Screen),FALSE,WarGames
1983,SPECIAL ACHIEVEMENT AWARD (Visual Effects),TRUE,Return of the Jedi
1983,JEAN HERSHOLT HUMANITARIAN AWARD,TRUE,M. J. Frankovich
1983,HONORARY AWARD,TRUE,"To Hal Roach, in recognition of his unparalleled record of distinguished contributions to the motion picture art form."
1983,GORDON E. SAWYER AWARD,TRUE,Dr. John G. Frayne
1983,SCIENTIFIC OR TECHNICAL AWARD (Academy Award of Merit),TRUE,To DR. KURT LARCHE of OSRAM GmbH for the research and development of xenon short-arc discharge lamps for motion picture projection.
1983,SCIENTIFIC OR TECHNICAL AWARD (Scientific and Engineering Award),TRUE,"To JONATHAN ERLAND and ROGER DORNEY of Apogee, Incorporated, for the engineering and development of a reverse bluescreen traveling matte process for special effects photography."
1983,SCIENTIFIC OR TECHNICAL AWARD (Scientific and Engineering Award),TRUE,"To GERALD L. TURPIN of Lightflex International Limited for the design, engineering and development of an on-camera device providing contrast control, sourceless fill light and special effects for motion picture photography."
1983,SCIENTIFIC OR TECHNICAL AWARD (Scientific and Engineering Award),TRUE,"To GUNNAR P. MICHELSON for the engineering and development of an improved, electronic, high-speed, precision light valve for use in motion picture printing machines."
1983,SCIENTIFIC OR TECHNICAL AWARD (Technical Achievement Award),TRUE,"To WILLIAM G. KROKAUGGER of Mole-Richardson Company for the design and engineering of a portable, 12,000 watt, lighting-control dimmer for use in motion picture production."
1983,SCIENTIFIC OR TECHNICAL AWARD (Technical Achievement Award),TRUE,"To CHARLES J. WATSON, LARRY L. LANGREHR and JOHN H. STEINER for the development of the BHP (electro-mechanical) fader for use on continuous motion picture contact printers."
1983,SCIENTIFIC OR TECHNICAL AWARD (Technical Achievement Award),TRUE,"To ELIZABETH D. DE LA MARE of De La Mare Engineering, Incorporated, for the progressive development and continuous research of special effects pyrotechnics originally designed by Glenn W. De La Mare for motion picture production."
1983,SCIENTIFIC OR TECHNICAL AWARD (Technical Achievement Award),TRUE,"To DOUGLAS FRIES, JOHN LACEY and MICHAEL SIGRIST for the design and engineering of a 35mm reflex conversion camera system for special effects photography."
1983,SCIENTIFIC OR TECHNICAL AWARD (Technical Achievement Award),TRUE,"To JACK CASHIN of Ultra-Stereo Labs, Incorporated, for the engineering and development of a 4-channel, stereophonic, decoding system for optical motion picture sound track reproduction."
1983,SCIENTIFIC OR TECHNICAL AWARD (Technical Achievement Award),TRUE,To DAVID J. DEGENKOLB for the design and development of an automated device used in the silver recovery process in motion picture laboratories.
1984,ACTOR IN A LEADING ROLE,TRUE,F. Murray Abraham
1984,ACTOR IN A LEADING ROLE,FALSE,Jeff Bridges
1984,ACTOR IN A LEADING ROLE,FALSE,Albert Finney
1984,ACTOR IN A LEADING ROLE,FALSE,Tom Hulce
1984,ACTOR IN A LEADING ROLE,FALSE,Sam Waterston
1984,ACTOR IN A SUPPORTING ROLE,FALSE,Adolph Caesar
1984,ACTOR IN A SUPPORTING ROLE,FALSE,John Malkovich
1984,ACTOR IN A SUPPORTING ROLE,FALSE,Noriyuki 'Pat' Morita
1984,ACTOR IN A SUPPORTING ROLE,TRUE,Haing S. Ngor
1984,ACTOR IN A SUPPORTING ROLE,FALSE,Ralph Richardson
1984,ACTRESS IN A LEADING ROLE,FALSE,Judy Davis
1984,ACTRESS IN A LEADING ROLE,TRUE,Sally Field
1984,ACTRESS IN A LEADING ROLE,FALSE,Jessica Lange
1984,ACTRESS IN A LEADING ROLE,FALSE,Vanessa Redgrave
1984,ACTRESS IN A LEADING ROLE,FALSE,Sissy Spacek
1984,ACTRESS IN A SUPPORTING ROLE,TRUE,Peggy Ashcroft
1984,ACTRESS IN A SUPPORTING ROLE,FALSE,Glenn Close
1984,ACTRESS IN A SUPPORTING ROLE,FALSE,Lindsay Crouse
1984,ACTRESS IN A SUPPORTING ROLE,FALSE,Christine Lahti
1984,ACTRESS IN A SUPPORTING ROLE,FALSE,Geraldine Page
1984,ART DIRECTION,TRUE,Amadeus
1984,ART DIRECTION,FALSE,The Cotton Club
1984,ART DIRECTION,FALSE,The Natural
1984,ART DIRECTION,FALSE,A Passage to India
1984,ART DIRECTION,FALSE,2010
1984,CINEMATOGRAPHY,FALSE,Amadeus
1984,CINEMATOGRAPHY,TRUE,The Killing Fields
1984,CINEMATOGRAPHY,FALSE,The Natural
1984,CINEMATOGRAPHY,FALSE,A Passage to India
1984,CINEMATOGRAPHY,FALSE,The River
1984,COSTUME DESIGN,TRUE,Amadeus
1984,COSTUME DESIGN,FALSE,The Bostonians
1984,COSTUME DESIGN,FALSE,A Passage to India
1984,COSTUME DESIGN,FALSE,Places in the Heart
1984,COSTUME DESIGN,FALSE,2010
1984,DIRECTING,TRUE,Amadeus
1984,DIRECTING,FALSE,Broadway Danny Rose
1984,DIRECTING,FALSE,The Killing Fields
1984,DIRECTING,FALSE,A Passage to India
1984,DIRECTING,FALSE,Places in the Heart
1984,DOCUMENTARY (Feature),FALSE,High Schools
1984,DOCUMENTARY (Feature),FALSE,In the Name of the People
1984,DOCUMENTARY (Feature),FALSE,Marlene
1984,DOCUMENTARY (Feature),FALSE,Streetwise
1984,DOCUMENTARY (Feature),TRUE,The Times of Harvey Milk
1984,DOCUMENTARY (Short Subject),FALSE,The Children of Soong Ching Ling
1984,DOCUMENTARY (Short Subject),FALSE,Code Gray: Ethical Dilemmas in Nursing
1984,DOCUMENTARY (Short Subject),FALSE,The Garden of Eden
1984,DOCUMENTARY (Short Subject),FALSE,Recollections of Pavlovsk
1984,DOCUMENTARY (Short Subject),TRUE,The Stone Carvers
1984,FILM EDITING,FALSE,Amadeus
1984,FILM EDITING,FALSE,The Cotton Club
1984,FILM EDITING,TRUE,The Killing Fields
1984,FILM EDITING,FALSE,A Passage to India
1984,FILM EDITING,FALSE,Romancing the Stone
1984,FOREIGN LANGUAGE FILM,FALSE,Beyond the Walls
1984,FOREIGN LANGUAGE FILM,FALSE,Camila
1984,FOREIGN LANGUAGE FILM,TRUE,Dangerous Moves
1984,FOREIGN LANGUAGE FILM,FALSE,Double Feature
1984,FOREIGN LANGUAGE FILM,FALSE,Wartime Romance
1984,MAKEUP,TRUE,Amadeus
1984,MAKEUP,FALSE,"Greystoke: The Legend of Tarzan, Lord of the Apes"
1984,MAKEUP,FALSE,2010
1984,MUSIC (Original Score),FALSE,Indiana Jones and the Temple of Doom
1984,MUSIC (Original Score),FALSE,The Natural
1984,MUSIC (Original Score),TRUE,A Passage to India
1984,MUSIC (Original Score),FALSE,The River
1984,MUSIC (Original Score),FALSE,Under the Volcano
1984,MUSIC (Original Song Score),FALSE,The Muppets Take Manhattan
1984,MUSIC (Original Song Score),TRUE,Purple Rain
1984,MUSIC (Original Song Score),FALSE,Songwriter
1984,MUSIC (Original Song),FALSE,Against All Odds
1984,MUSIC (Original Song),FALSE,Footloose
1984,MUSIC (Original Song),FALSE,Ghostbusters
1984,MUSIC (Original Song),TRUE,The Woman in Red
1984,MUSIC (Original Song),FALSE,Footloose
1984,BEST PICTURE,TRUE,Amadeus
1984,BEST PICTURE,FALSE,The Killing Fields
1984,BEST PICTURE,FALSE,A Passage to India
1984,BEST PICTURE,FALSE,Places in the Heart
1984,BEST PICTURE,FALSE,A Soldier's Story
1984,SHORT FILM (Animated),TRUE,Charade
1984,SHORT FILM (Animated),FALSE,Doctor De Soto
1984,SHORT FILM (Animated),FALSE,Paradise
1984,SHORT FILM (Live Action),FALSE,The Painted Door
1984,SHORT FILM (Live Action),FALSE,Tales of Meeting and Parting
1984,SHORT FILM (Live Action),TRUE,Up
1984,SOUND,TRUE,Amadeus
1984,SOUND,FALSE,Dune
1984,SOUND,FALSE,A Passage to India
1984,SOUND,FALSE,The River
1984,SOUND,FALSE,2010
1984,VISUAL EFFECTS,FALSE,Ghostbusters
1984,VISUAL EFFECTS,TRUE,Indiana Jones and the Temple of Doom
1984,VISUAL EFFECTS,FALSE,2010
1984,WRITING (Screenplay Based on Material from Another Medium),TRUE,Amadeus
1984,WRITING (Screenplay Based on Material from Another Medium),FALSE,"Greystoke: The Legend of Tarzan, Lord of the Apes"
1984,WRITING (Screenplay Based on Material from Another Medium),FALSE,The Killing Fields
1984,WRITING (Screenplay Based on Material from Another Medium),FALSE,A Passage to India
1984,WRITING (Screenplay Based on Material from Another Medium),FALSE,A Soldier's Story
1984,WRITING (Screenplay Written Directly for the Screen),FALSE,Beverly Hills Cop
1984,WRITING (Screenplay Written Directly for the Screen),FALSE,Broadway Danny Rose
1984,WRITING (Screenplay Written Directly for the Screen),FALSE,El Norte
1984,WRITING (Screenplay Written Directly for the Screen),TRUE,Places in the Heart
1984,WRITING (Screenplay Written Directly for the Screen),FALSE,Splash
1984,SPECIAL ACHIEVEMENT AWARD (Sound Effects Editing),TRUE,The River
1984,JEAN HERSHOLT HUMANITARIAN AWARD,TRUE,David L. Wolper
1984,HONORARY AWARD,TRUE,"To James Stewart, for his fifty years of memorable performances.  For his high ideals both on and off the screen.  With the respect and affection of his colleagues."
1984,HONORARY AWARD,TRUE,"To the National Endowment for the Arts, in recognition of its 20th anniversary and its dedicated commitment to fostering artistic and creative activity and excellence in every area of the arts."
1984,GORDON E. SAWYER AWARD,TRUE,Linwood G. Dunn
1984,SCIENTIFIC OR TECHNICAL AWARD (Scientific and Engineering Award),TRUE,"To DONALD A. ANDERSON and DIANA REINERS of 3M Company for the development of ""Cinetrak"" Magnetic Film #350/351 for motion picture sound recording."
1984,SCIENTIFIC OR TECHNICAL AWARD (Scientific and Engineering Award),TRUE,"To BARRY M. STULTZ, RUBEN AVILA and WES KENNEDY of Film Processing Corporation for the development of FPC 200 PB Fullcoat Magnetic Film for motion picture sound recording."
1984,SCIENTIFIC OR TECHNICAL AWARD (Scientific and Engineering Award),TRUE,"To BARRY M. STULTZ, RUBEN AVILA and WES KENNEDY of Film Processing Corporation for the formulation and application of an improved sound track stripe to 70mm motion picture film, and to JOHN MOSELY for the engineering research involved therein."
1984,SCIENTIFIC OR TECHNICAL AWARD (Scientific and Engineering Award),TRUE,To KENNETH RICHTER of Richter Cine Equipment for the design and engineering of the R-2 Auto-Collimator for examining image quality at the focal plane of motion picture camera lenses.
1984,SCIENTIFIC OR TECHNICAL AWARD (Scientific and Engineering Award),TRUE,"To GÃœNTHER SCHAIDT and ROSCO LABORATORIES, INCORPORATED, for the development of an improved, non-toxic fluid for creating fog and smoke for motion picture production."
1984,SCIENTIFIC OR TECHNICAL AWARD (Scientific and Engineering Award),TRUE,"To JOHN WHITNEY, JR. and GARY DEMOS of Digital Productions, Incorporated, for the practical simulation of motion picture photography by means of computer-generated images."
1984,SCIENTIFIC OR TECHNICAL AWARD (Technical Achievement Award),TRUE,"To NAT TIFFEN of Tiffen Manufacturing Corporation for the production of high-quality, durable, laminated color filters for motion picture photography."
1984,SCIENTIFIC OR TECHNICAL AWARD (Technical Achievement Award),TRUE,"To DONALD TRUMBULL, JONATHAN ERLAND, STEPHEN FOG and PAUL BURK of Apogee, Incorporated, for the design and development of the ""Blue Max"" high-power, blue-flux projector for traveling matte composite photography."
1984,SCIENTIFIC OR TECHNICAL AWARD (Technical Achievement Award),TRUE,"To JONATHAN ERLAND and ROBERT BEALMEAR of Apogee, Incorporated, for an innovative design for front projection screens and an improved method for their construction."
1984,SCIENTIFIC OR TECHNICAL AWARD (Technical Achievement Award),TRUE,To HOWARD J. PRESTON of Preston Cinema Systems for the design and development of a variable speed control device with automatic exposure compensation for motion picture cameras.
1985,ACTOR IN A LEADING ROLE,FALSE,Harrison Ford
1985,ACTOR IN A LEADING ROLE,FALSE,James Garner
1985,ACTOR IN A LEADING ROLE,TRUE,William Hurt
1985,ACTOR IN A LEADING ROLE,FALSE,Jack Nicholson
1985,ACTOR IN A LEADING ROLE,FALSE,Jon Voight
1985,ACTOR IN A SUPPORTING ROLE,TRUE,Don Ameche
1985,ACTOR IN A SUPPORTING ROLE,FALSE,Klaus Maria Brandauer
1985,ACTOR IN A SUPPORTING ROLE,FALSE,William Hickey
1985,ACTOR IN A SUPPORTING ROLE,FALSE,Robert Loggia
1985,ACTOR IN A SUPPORTING ROLE,FALSE,Eric Roberts
1985,ACTRESS IN A LEADING ROLE,FALSE,Anne Bancroft
1985,ACTRESS IN A LEADING ROLE,FALSE,Whoopi Goldberg
1985,ACTRESS IN A LEADING ROLE,FALSE,Jessica Lange
1985,ACTRESS IN A LEADING ROLE,TRUE,Geraldine Page
1985,ACTRESS IN A LEADING ROLE,FALSE,Meryl Streep
1985,ACTRESS IN A SUPPORTING ROLE,FALSE,Margaret Avery
1985,ACTRESS IN A SUPPORTING ROLE,TRUE,Anjelica Huston
1985,ACTRESS IN A SUPPORTING ROLE,FALSE,Amy Madigan
1985,ACTRESS IN A SUPPORTING ROLE,FALSE,Meg Tilly
1985,ACTRESS IN A SUPPORTING ROLE,FALSE,Oprah Winfrey
1985,ART DIRECTION,FALSE,Brazil
1985,ART DIRECTION,FALSE,The Color Purple
1985,ART DIRECTION,TRUE,Out of Africa
1985,ART DIRECTION,FALSE,Ran
1985,ART DIRECTION,FALSE,Witness
1985,CINEMATOGRAPHY,FALSE,The Color Purple
1985,CINEMATOGRAPHY,FALSE,Murphy's Romance
1985,CINEMATOGRAPHY,TRUE,Out of Africa
1985,CINEMATOGRAPHY,FALSE,Ran
1985,CINEMATOGRAPHY,FALSE,Witness
1985,COSTUME DESIGN,FALSE,The Color Purple
1985,COSTUME DESIGN,FALSE,The Journey of Natty Gann
1985,COSTUME DESIGN,FALSE,Out of Africa
1985,COSTUME DESIGN,FALSE,Prizzi's Honor
1985,COSTUME DESIGN,TRUE,Ran
1985,DIRECTING,FALSE,Kiss of the Spider Woman
1985,DIRECTING,TRUE,Out of Africa
1985,DIRECTING,FALSE,Prizzi's Honor
1985,DIRECTING,FALSE,Ran
1985,DIRECTING,FALSE,Witness
1985,DOCUMENTARY (Feature),TRUE,Broken Rainbow
1985,DOCUMENTARY (Feature),FALSE,Las Madres--The Mothers of Plaza de Mayo
1985,DOCUMENTARY (Feature),FALSE,Soldiers in Hiding
1985,DOCUMENTARY (Feature),FALSE,The Statue of Liberty
1985,DOCUMENTARY (Feature),FALSE,Unfinished Business
1985,DOCUMENTARY (Short Subject),FALSE,The Courage to Care
1985,DOCUMENTARY (Short Subject),FALSE,Keats and His Nightingale: A Blind Date
1985,DOCUMENTARY (Short Subject),FALSE,Making Overtures--The Story of a Community Orchestra
1985,DOCUMENTARY (Short Subject),TRUE,Witness to War: Dr. Charlie Clements
1985,DOCUMENTARY (Short Subject),FALSE,The Wizard of the Strings
1985,FILM EDITING,FALSE,A Chorus Line
1985,FILM EDITING,FALSE,Out of Africa
1985,FILM EDITING,FALSE,Prizzi's Honor
1985,FILM EDITING,FALSE,Runaway Train
1985,FILM EDITING,TRUE,Witness
1985,FOREIGN LANGUAGE FILM,FALSE,Angry Harvest
1985,FOREIGN LANGUAGE FILM,FALSE,Colonel Redl
1985,FOREIGN LANGUAGE FILM,TRUE,The Official Story
1985,FOREIGN LANGUAGE FILM,FALSE,Three Men and a Cradle
1985,FOREIGN LANGUAGE FILM,FALSE,When Father Was Away on Business
1985,MAKEUP,FALSE,The Color Purple
1985,MAKEUP,TRUE,Mask
1985,MAKEUP,FALSE,Remo Williams: The Adventure Begins
1985,MUSIC (Original Score),FALSE,Agnes of God
1985,MUSIC (Original Score),FALSE,The Color Purple
1985,MUSIC (Original Score),TRUE,Out of Africa
1985,MUSIC (Original Score),FALSE,Silverado
1985,MUSIC (Original Score),FALSE,Witness
1985,MUSIC (Original Song),FALSE,The Color Purple
1985,MUSIC (Original Song),FALSE,Back to the Future
1985,MUSIC (Original Song),TRUE,White Nights
1985,MUSIC (Original Song),FALSE,White Nights
1985,MUSIC (Original Song),FALSE,A Chorus Line
1985,BEST PICTURE,FALSE,The Color Purple
1985,BEST PICTURE,FALSE,Kiss of the Spider Woman
1985,BEST PICTURE,TRUE,Out of Africa
1985,BEST PICTURE,FALSE,Prizzi's Honor
1985,BEST PICTURE,FALSE,Witness
1985,SHORT FILM (Animated),TRUE,Anna & Bella
1985,SHORT FILM (Animated),FALSE,The Big Snit
1985,SHORT FILM (Animated),FALSE,Second Class Mail
1985,SHORT FILM (Live Action),FALSE,Graffiti
1985,SHORT FILM (Live Action),TRUE,Molly's Pilgrim
1985,SHORT FILM (Live Action),FALSE,Rainbow War
1985,SOUND,FALSE,Back to the Future
1985,SOUND,FALSE,A Chorus Line
1985,SOUND,FALSE,Ladyhawke
1985,SOUND,TRUE,Out of Africa
1985,SOUND,FALSE,Silverado
1985,SOUND EFFECTS EDITING,TRUE,Back to the Future
1985,SOUND EFFECTS EDITING,FALSE,Ladyhawke
1985,SOUND EFFECTS EDITING,FALSE,Rambo: First Blood Part II
1985,VISUAL EFFECTS,TRUE,Cocoon
1985,VISUAL EFFECTS,FALSE,Return to Oz
1985,VISUAL EFFECTS,FALSE,Young Sherlock Holmes
1985,WRITING (Screenplay Based on Material from Another Medium),FALSE,The Color Purple
1985,WRITING (Screenplay Based on Material from Another Medium),FALSE,Kiss of the Spider Woman
1985,WRITING (Screenplay Based on Material from Another Medium),TRUE,Out of Africa
1985,WRITING (Screenplay Based on Material from Another Medium),FALSE,Prizzi's Honor
1985,WRITING (Screenplay Based on Material from Another Medium),FALSE,The Trip to Bountiful
1985,WRITING (Screenplay Written Directly for the Screen),FALSE,Back to the Future
1985,WRITING (Screenplay Written Directly for the Screen),FALSE,Brazil
1985,WRITING (Screenplay Written Directly for the Screen),FALSE,The Official Story
1985,WRITING (Screenplay Written Directly for the Screen),FALSE,The Purple Rose of Cairo
1985,WRITING (Screenplay Written Directly for the Screen),TRUE,Witness
1985,JEAN HERSHOLT HUMANITARIAN AWARD,TRUE,Charles 'Buddy' Rogers
1985,HONORARY AWARD,TRUE,"To Paul Newman, in recognition of his many and memorable compelling screen performances and for his personal integrity and dedication to his craft."
1985,HONORARY AWARD,TRUE,"To Alex North, in recognition of his brilliant artistry in the creation of memorable music for a host of distinguished motion pictures."
1985,SCIENTIFIC OR TECHNICAL AWARD (Scientific and Engineering Award),TRUE,"To IMAX SYSTEMS CORPORATION for a method of filming and exhibiting high-fidelity, large-format, wide angle motion pictures."
1985,SCIENTIFIC OR TECHNICAL AWARD (Scientific and Engineering Award),TRUE,"To ERNST NETTMANN of E.F. Nettmann & Associates for the invention, and to EDWARD PHILLIPS and CARLOS DeMATTOS of Matthews Studio Equipment, Inc. for the development, of the Cam-Remote for motion picture photography."
1985,SCIENTIFIC OR TECHNICAL AWARD (Scientific and Engineering Award),TRUE,"To MYRON GORDIN, JOE P. CROOKHAM, JIM DROST and DAVID CROOKHAM of Musco Mobile Lighting, Ltd., for the invention of a method of transporting adjustable, high-intensity luminaires and their application to the motion picture industry."
1985,SCIENTIFIC OR TECHNICAL AWARD (Technical Achievement Award),TRUE,To DAVID W. SPENCER for the development of an Animation Photo Transfer (APT) process.
1985,SCIENTIFIC OR TECHNICAL AWARD (Technical Achievement Award),TRUE,"To HARRISON & HARRISON, OPTICAL ENGINEERS, for the invention and development of Harrison Diffusion filters for motion picture photography."
1985,SCIENTIFIC OR TECHNICAL AWARD (Technical Achievement Award),TRUE,"To LARRY BARTON of Cinematography Electronics, Inc., for a Precision Speed Crystal-Controlled Device for motion picture photography."
1985,SCIENTIFIC OR TECHNICAL AWARD (Technical Achievement Award),TRUE,To ALAN LANDAKER of The Burbank Studios for the Mark III Camera Drive for motion picture photography.
1985,MEDAL OF COMMENDATION,TRUE,"To John H. Whitney, Sr. for Cinematic Pioneering."
1986,ACTOR IN A LEADING ROLE,FALSE,Dexter Gordon
1986,ACTOR IN A LEADING ROLE,FALSE,Bob Hoskins
1986,ACTOR IN A LEADING ROLE,FALSE,William Hurt
1986,ACTOR IN A LEADING ROLE,TRUE,Paul Newman
1986,ACTOR IN A LEADING ROLE,FALSE,James Woods
1986,ACTOR IN A SUPPORTING ROLE,FALSE,Tom Berenger
1986,ACTOR IN A SUPPORTING ROLE,TRUE,Michael Caine
1986,ACTOR IN A SUPPORTING ROLE,FALSE,Willem Dafoe
1986,ACTOR IN A SUPPORTING ROLE,FALSE,Denholm Elliott
1986,ACTOR IN A SUPPORTING ROLE,FALSE,Dennis Hopper
